schemaVersion,recordType,productName,startupName,pricingModel,website,description,category,resolutionStatus,confidenceScore,matchMethod,matchReason,sourceName,sourceURL,collectedAt
1.0,PRODUCT,Cohere,,PAID,https://cohere.com,"Cohere is an enterprise AI company offering large language models — Command R+ for reasoning and generation, Embed for semantic search, and Rerank for retrieval — optimised for deployment in private cloud and on-premises environments. Unlike OpenAI and Anthropic, Cohere's business model focuses exclusively on enterprise B2B use cases with strong data privacy guarantees and SLA commitments. Fortune 500 companies use Cohere's models when they need enterprise-grade LLM capabilities without sending data to a consumer AI provider.",Models,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://cohere.com,
1.0,PRODUCT,Collate,,FREE,https://ucollate.com,"Collate is a free, offline PDF assistant designed for everyday learners, students, and professionals. Chat with your PDFs, extract key information, and get instant summaries — all without sending your data to the cloud.",Productivity,UNRESOLVED,0,unresolved,No candidate startup found from available evidence,Best of AI,https://ucollate.com,
1.0,PRODUCT,Competitor Analyzer,Andco,FREEMIUM,https://competitoranalyzer.io,"Competitor Analyzer is a lightweight competitor intelligence platform that monitors competitors social media, website changes, pricing, and content strategy — delivering weekly digests so you never miss a competitive move.",Market Research,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://competitoranalyzer.io,
1.0,PRODUCT,Connected Papers,,FREEMIUM,https://connectedpapers.com,"Connected Papers builds a visual graph of papers related to a seed paper, based on co-citation and bibliographic coupling — revealing the intellectual landscape around a topic without manually tracing references. You enter a paper and get an interactive map showing which prior works it builds on and which subsequent papers cite it. Researchers use it at the start of a literature review to quickly find the most influential work in an unfamiliar field.",Research Tools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://connectedpapers.com,
1.0,PRODUCT,Continue,,FREE,https://continue.dev,"Continue is an open-source AI coding extension for VS Code and JetBrains that lets developers connect any LLM — Claude, GPT-4o, Llama, local models — to their IDE for code completion, inline edits, and chat. Its fully customisable architecture means teams can use self-hosted models for security-sensitive codebases without sending code to a cloud provider. Engineering teams choose Continue for the flexibility to swap models and keep data on-premises.",Code Assistant,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://continue.dev,
1.0,PRODUCT,Cora Intelligence,,FREEMIUM,https://coraintelligence.com,"Cora Intelligence is an AI sales rep for founders and small teams who cannot afford to hire one. Cora finds prospects, personalizes outreach, and books meetings automatically so you can focus on closing deals.",Sales Tools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://coraintelligence.com,
1.0,PRODUCT,Crayon,&AI,PAID,https://crayon.co,"Crayon is a competitive intelligence platform that continuously monitors competitor websites, job postings, news, and social activity for changes that signal strategic moves — pricing updates, new product launches, executive hires. Its AI surfaces the most important signals from thousands of data points daily and delivers battlecard updates and alerts directly to sales and product teams. Revenue teams use Crayon to keep competitive positioning current without manually tracking dozens of sources.",Marketing,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://crayon.co,
1.0,PRODUCT,Cresh,,FREEMIUM,https://cresh.me,"Cresh is a multi-agent business research and analysis tool that helps validate startup ideas, analyze markets, and build competitive intelligence. Run in-depth research that would take weeks in minutes.",Market Research,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://cresh.me,
1.0,PRODUCT,Deepgram,,PAID,https://deepgram.com,"Deepgram is a speech recognition platform engineered for high-volume, low-latency production use cases, offering real-time and batch transcription through a simple API. Its Nova models rank among the most accurate available and its infrastructure delivers transcripts in under 300ms for live audio streams. Call centre platforms, meeting tools, and voice AI products use Deepgram as the transcription layer behind their services.",Transcription,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://deepgram.com,
1.0,PRODUCT,DeepSeek,,FREE,https://deepseek.com,"DeepSeek is a Chinese AI lab that released DeepSeek-R1 and DeepSeek-V3, models that match or surpass GPT-4-class performance at a fraction of the training cost, sending shockwaves through the AI industry in early 2025. Both models are open-weight and free to use, making them the most capable freely available models at their release. Developers and researchers worldwide use DeepSeek models as cost-efficient alternatives to proprietary frontier models.",Models,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://deepseek.com,
1.0,PRODUCT,Denovo,,FREEMIUM,https://denovo.ai,"Denovo is an AI platform that turns raw ideas into fully operational businesses from a single platform. From business planning and branding to website creation and legal setup, Denovo handles the entire startup process.",Business Tools,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://denovo.ai,
1.0,PRODUCT,Devin,,PAID,https://devin.ai,"Devin is Cognition AI's autonomous software agent, marketed as the world's first AI software engineer. Given a task, Devin opens a terminal, writes and runs code, browses the web for documentation, and iterates until the problem is solved — without human hand-holding. It targets engineering teams who want to delegate complete, well-scoped tasks rather than just get code suggestions.",Code Assistant,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://devin.ai,
1.0,PRODUCT,Dora,,FREEMIUM,https://dora.run,"Dora is an AI-powered no-code website builder that specialises in visually striking sites with 3D elements, smooth animations, and interactive effects — the kind of design work that normally requires a specialist developer. Its AI generates complete page designs from a prompt, and the visual editor gives designers fine control over every interaction. Agencies and product teams use Dora when they need a marketing site that genuinely stands out from template-built competitors.",No-Code,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://dora.run,
1.0,PRODUCT,Doximity,,FREEMIUM,https://doximity.com,"Doximity is the professional network for US physicians, used by over 80% of doctors in the country for clinical communications, medical news, and career development. Its AI tools include an ambient clinical documentation feature that generates clinical notes from a conversation, and a telehealth platform for patient consultations. Healthcare administrators and physicians use it as the secure, HIPAA-compliant communication layer that replaces pagers and consumer messaging apps in clinical settings.",Healthcare,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://doximity.com,
1.0,PRODUCT,Drift,,PAID,https://drift.com,"Drift is a conversational marketing platform that deploys AI chatbots on B2B websites to engage visitors, qualify leads in real time, and book meetings with sales reps — replacing static contact forms with instant, personalised conversations. Its AI understands visitor intent from behaviour and firmographic data, routing high-value prospects to a human rep immediately and nurturing lower-intent leads automatically. It merged with Salesloft in 2023 and remains the dominant brand in the conversational marketing space.",Customer Support,UNRESOLVED,80,ambiguous,Multiple startups have similar evidence; mapping intentionally left unresolved,Best of AI,https://drift.com,
1.0,PRODUCT,EchoWrite,&AI,FREEMIUM,https://echowrite.ai,"EchoWrite is an AI-powered voice dictation software designed for Windows platforms, turning spoken words into accurate text anywhere on your computer. It supports multiple languages and integrates with all Windows applications.",Audio,MATCHED,80,description_company,Startup name explicitly mentioned in product description,Best of AI,https://echowrite.ai,
